station_id,datetime,pm25,temperature_c,humidity_pct,wind_speed_mps,hour,month,dayofweek,is_weekend,season,pm25_lag1,pm25_lag24,pm25_roll6,pm25_roll24,target_next_hour_pm25,pollution_risk
06-037-1103,2023-07-28 12:00:00,10.83,25.1,66.5,2.79,12,7,4,0,2,8.07,6.01,7.516666666666666,7.013729166666668,5.71,Good
06-037-1103,2023-07-28 13:00:00,5.71,22.7,79.7,3.85,13,7,4,0,2,10.83,11.12,7.358333333333333,6.7883125,11.22,Good
06-037-1103,2023-07-28 14:00:00,11.22,23.5,70.4,4.44,14,7,4,0,2,5.71,9.32,7.821666666666668,6.867479166666666,9.34,Good
06-037-1103,2023-07-28 15:00:00,9.34,21.4,65.5,3.86,15,7,4,0,2,11.22,7.75,8.213333333333333,6.933729166666666,5.66,Good
06-037-1103,2023-07-28 16:00:00,5.66,23.2,72.0,4.18,16,7,4,0,2,9.34,8.91,8.471666666666666,6.798312499999999,6.42,Good
06-037-1103,2023-07-28 17:00:00,6.42,25.2,65.1,3.34,17,7,4,0,2,5.66,10.87,8.196666666666667,6.612895833333333,12.0,Good
06-037-1103,2023-07-28 18:00:00,12.0,25.6,60.2,2.85,18,7,4,0,2,6.42,7.45,8.391666666666667,6.802479166666667,9.06,Good
06-037-1103,2023-07-28 19:00:00,9.06,21.0,74.9,4.21,19,7,4,0,2,12.0,7.4,8.950000000000001,6.871645833333333,4.52,Good
06-037-1103,2023-07-28 20:00:00,4.52,24.7,62.5,3.33,20,7,4,0,2,9.06,4.98,7.833333333333333,6.852479166666666,3.28,Good
06-037-1103,2023-07-28 21:00:00,3.28,26.1,80.2,3.39,21,7,4,0,2,4.52,9.86,6.823333333333333,6.578312499999999,3.59,Good
06-037-1103,2023-07-28 22:00:00,3.59,24.7,65.5,4.1,22,7,4,0,2,3.28,0.6995000000000001,6.478333333333334,6.6987499999999995,1.82,Good
06-037-1103,2023-07-28 23:00:00,1.82,23.7,78.7,1.95,23,7,4,0,2,3.59,4.81,5.711666666666667,6.574166666666666,0.6995000000000001,Good
06-037-1103,2023-07-29 00:00:00,0.6995000000000001,24.2,61.1,5.64,0,7,5,1,2,1.82,2.71,3.82825,6.490395833333333,8.21,Good
06-037-1103,2023-07-29 01:00:00,8.21,23.9,73.1,3.13,1,7,5,1,2,0.6995000000000001,4.52,3.6865833333333335,6.644145833333333,3.79,Good
06-037-1103,2023-07-29 02:00:00,3.79,23.7,70.5,3.69,2,7,5,1,2,8.21,1.76,3.564916666666667,6.728729166666667,4.87,Good
06-037-1103,2023-07-29 03:00:00,4.87,25.3,72.2,3.43,3,7,5,1,2,3.79,3.76,3.829916666666667,6.774979166666665,4.36,Good
06-037-1103,2023-07-29 04:00:00,4.36,29.6,72.8,4.48,4,7,5,1,2,4.87,6.28,3.95825,6.694979166666667,3.39,Good
06-037-1103,2023-07-29 05:00:00,3.39,23.5,65.5,4.01,5,7,5,1,2,4.36,13.01,4.219916666666667,6.294145833333332,5.54,Good
06-037-1103,2023-07-29 06:00:00,5.54,24.4,61.4,3.43,6,7,5,1,2,3.39,8.02,5.026666666666667,6.190812500000001,4.78,Good
06-037-1103,2023-07-29 07:00:00,4.78,24.9,67.7,5.67,7,7,5,1,2,5.54,6.66,4.455000000000001,6.112479166666668,15.19,Good
06-037-1103,2023-07-29 08:00:00,15.19,23.6,69.1,1.31,8,7,5,1,2,4.78,8.44,6.3549999999999995,6.393729166666667,5.04,Moderate
06-037-1103,2023-07-29 09:00:00,5.04,27.2,65.6,5.36,9,7,5,1,2,15.19,6.99,6.383333333333334,6.312479166666667,6.02,Good
06-037-1103,2023-07-29 10:00:00,6.02,20.3,69.4,4.88,10,7,5,1,2,5.04,4.11,6.66,6.392062500000001,7.8,Good
06-037-1103,2023-07-29 11:00:00,7.8,23.9,69.6,0.75,11,7,5,1,2,6.02,8.07,7.3950000000000005,6.3808125,12.22,Good
06-037-1103,2023-07-29 12:00:00,12.22,26.6,63.4,4.89,12,7,5,1,2,7.8,10.83,8.508333333333333,6.438729166666666,8.93,Moderate
06-037-1103,2023-07-29 13:00:00,8.93,24.4,70.0,5.09,13,7,5,1,2,12.22,5.71,9.200000000000001,6.572895833333334,5.51,Good
06-037-1103,2023-07-29 14:00:00,5.51,23.4,66.7,4.34,14,7,5,1,2,8.93,11.22,7.586666666666667,6.334979166666667,11.26,Good
06-037-1103,2023-07-29 15:00:00,11.26,25.9,64.5,1.16,15,7,5,1,2,5.51,9.34,8.623333333333333,6.414979166666668,9.33,Good
06-037-1103,2023-07-29 16:00:00,9.33,26.8,71.9,4.52,16,7,5,1,2,11.26,5.66,9.174999999999999,6.567895833333334,8.12,Good
06-037-1103,2023-07-29 17:00:00,8.12,25.4,64.1,5.01,17,7,5,1,2,9.33,6.42,9.228333333333333,6.638729166666667,9.79,Good
06-037-1103,2023-07-29 18:00:00,9.79,23.4,65.7,2.64,18,7,5,1,2,8.12,12.0,8.823333333333332,6.546645833333333,13.21,Good
06-037-1103,2023-07-29 19:00:00,13.21,25.9,68.4,4.16,19,7,5,1,2,9.79,9.06,9.536666666666667,6.719562499999999,9.96,Moderate
06-037-1103,2023-07-29 20:00:00,9.96,24.2,74.9,2.97,20,7,5,1,2,13.21,4.52,10.278333333333334,6.946229166666668,2.16,Good
06-037-1103,2023-07-29 21:00:00,2.16,26.5,69.0,4.83,21,7,5,1,2,9.96,3.28,8.761666666666667,6.899562500000001,7.46,Good
06-037-1103,2023-07-29 22:00:00,7.46,28.0,70.6,3.03,22,7,5,1,2,2.16,3.59,8.45,7.060812500000001,4.06,Good
06-037-1103,2023-07-29 23:00:00,4.06,19.8,66.5,2.63,23,7,5,1,2,7.46,1.82,7.773333333333333,7.154145833333334,4.25,Good
06-037-1103,2023-07-30 00:00:00,4.25,25.2,67.6,3.44,0,7,6,1,2,4.06,0.6995000000000001,6.8500000000000005,7.302083333333333,0.6995000000000001,Good
06-037-1103,2023-07-30 01:00:00,0.6995000000000001,21.5,67.7,1.49,1,7,6,1,2,4.25,8.21,4.764916666666666,6.989145833333333,2.98,Good
06-037-1103,2023-07-30 02:00:00,2.98,29.9,69.5,3.29,2,7,6,1,2,0.6995000000000001,3.79,3.6015833333333336,6.955395833333334,1.85,Good
06-037-1103,2023-07-30 03:00:00,1.85,24.1,66.5,4.04,3,7,6,1,2,2.98,4.87,3.549916666666667,6.829562500000001,6.57,Good
06-037-1103,2023-07-30 04:00:00,6.57,26.5,74.7,4.8,4,7,6,1,2,1.85,4.36,3.4015833333333334,6.921645833333333,7.9,Good
06-037-1103,2023-07-30 05:00:00,7.9,24.9,66.1,3.87,5,7,6,1,2,6.57,3.39,4.041583333333333,7.1095625,0.81,Good
06-037-1103,2023-07-30 06:00:00,0.81,23.4,59.5,1.35,6,7,6,1,2,7.9,5.54,3.46825,6.9124791666666665,8.72,Good
06-037-1103,2023-07-30 07:00:00,8.72,23.2,81.7,5.53,7,7,6,1,2,0.81,4.78,4.805000000000001,7.076645833333333,12.3,Good
06-037-1103,2023-07-30 08:00:00,12.3,28.2,66.4,5.65,8,7,6,1,2,8.72,15.19,6.358333333333334,6.956229166666667,7.65,Moderate
06-037-1103,2023-07-30 09:00:00,7.65,26.9,74.6,3.67,9,7,6,1,2,12.3,5.04,7.325,7.064979166666667,10.42,Good
06-037-1103,2023-07-30 10:00:00,10.42,28.9,75.0,2.37,10,7,6,1,2,7.65,6.02,7.966666666666668,7.2483125,9.78,Good
06-037-1103,2023-07-30 11:00:00,9.78,25.1,72.7,2.7,11,7,6,1,2,10.42,7.8,8.280000000000001,7.3308125,9.85,Good
06-037-1103,2023-07-30 12:00:00,9.85,25.6,67.0,3.19,12,7,6,1,2,9.78,12.22,9.786666666666667,7.2320625000000005,8.22,Good
06-037-1103,2023-07-30 13:00:00,8.22,24.5,69.4,3.92,13,7,6,1,2,9.85,8.93,9.703333333333333,7.2024791666666665,5.56,Good
06-037-1103,2023-07-30 14:00:00,5.56,24.4,61.6,3.04,14,7,6,1,2,8.22,5.51,8.58,7.204562500000001,5.32,Good
06-037-1103,2023-07-30 15:00:00,5.32,22.9,77.9,2.21,15,7,6,1,2,5.56,11.26,8.191666666666666,6.957062499999999,9.27,Good
06-037-1103,2023-07-30 16:00:00,9.27,25.2,63.7,5.03,16,7,6,1,2,5.32,9.33,8.0,6.954562500000001,6.83,Good
06-037-1103,2023-07-30 17:00:00,6.83,23.4,66.7,3.89,17,7,6,1,2,9.27,8.12,7.508333333333333,6.9008125,7.65,Good
06-037-1103,2023-07-30 18:00:00,7.65,25.9,68.5,1.92,18,7,6,1,2,6.83,9.79,7.141666666666667,6.811645833333333,6.16,Good
06-037-1103,2023-07-30 19:00:00,6.16,25.3,67.5,3.94,19,7,6,1,2,7.65,13.21,6.798333333333332,6.517895833333333,3.74,Good
06-037-1103,2023-07-30 20:00:00,3.74,25.6,64.7,3.74,20,7,6,1,2,6.16,9.96,6.495,6.258729166666666,6.5,Good
06-037-1103,2023-07-30 21:00:00,6.5,28.4,75.0,2.42,21,7,6,1,2,3.74,2.16,6.691666666666666,6.4395625,2.56,Good
06-037-1103,2023-07-30 22:00:00,2.56,24.9,72.7,5.29,22,7,6,1,2,6.5,7.46,5.573333333333333,6.235395833333333,0.6995000000000001,Good
06-037-1103,2023-07-30 23:00:00,0.6995000000000001,26.5,69.6,3.7,23,7,6,1,2,2.56,4.06,4.551583333333334,6.095375000000001,4.86,Good
06-037-1103,2023-07-31 00:00:00,4.86,29.1,66.0,3.18,0,7,0,0,2,0.6995000000000001,4.25,4.0865833333333335,6.120791666666666,2.59,Good
06-037-1103,2023-07-31 01:00:00,2.59,27.6,73.3,3.37,1,7,0,0,2,4.86,0.6995000000000001,3.4915833333333333,6.1995625,3.48,Good
06-037-1103,2023-07-31 02:00:00,3.48,27.3,65.7,4.17,2,7,0,0,2,2.59,2.98,3.44825,6.220395833333334,7.9,Good
06-037-1103,2023-07-31 03:00:00,7.9,24.4,75.8,3.39,3,7,0,0,2,3.48,1.85,3.6815833333333337,6.472479166666667,4.45,Good
06-037-1103,2023-07-31 04:00:00,4.45,25.5,68.5,3.38,4,7,0,0,2,7.9,6.57,3.9965833333333336,6.384145833333334,5.95,Good
06-037-1103,2023-07-31 05:00:00,5.95,22.4,74.1,5.1,5,7,0,0,2,4.45,7.9,4.871666666666667,6.302895833333333,3.05,Good
06-037-1103,2023-07-31 06:00:00,3.05,26.0,67.4,1.37,6,7,0,0,2,5.95,0.81,4.57,6.396229166666667,8.23,Good
06-037-1103,2023-07-31 07:00:00,8.23,25.5,68.3,1.62,7,7,0,0,2,3.05,8.72,5.510000000000001,6.375812499999999,11.02,Good
06-037-1103,2023-07-31 08:00:00,11.02,25.0,74.1,4.67,8,7,0,0,2,8.23,12.3,6.766666666666667,6.322479166666667,4.23,Good
06-037-1103,2023-07-31 09:00:00,4.23,27.1,79.0,7.12,9,7,0,0,2,11.02,7.65,6.155000000000001,6.179979166666666,9.1,Good
06-037-1103,2023-07-31 10:00:00,9.1,22.6,75.8,4.81,10,7,0,0,2,4.23,10.42,6.93,6.124979166666667,9.15,Good
06-037-1103,2023-07-31 11:00:00,9.15,28.3,72.4,6.3,11,7,0,0,2,9.1,9.78,7.463333333333334,6.098729166666666,9.1,Good
06-037-1103,2023-07-31 12:00:00,9.1,26.8,70.9,2.85,12,7,0,0,2,9.15,9.85,8.471666666666666,6.067479166666668,11.49,Good
06-037-1103,2023-07-31 13:00:00,11.49,24.9,65.5,2.54,13,7,0,0,2,9.1,8.22,9.014999999999999,6.203729166666666,9.43,Good
06-037-1103,2023-07-31 14:00:00,9.43,24.7,69.5,4.18,14,7,0,0,2,11.49,5.56,8.75,6.364979166666667,11.82,Good
06-037-1103,2023-07-31 15:00:00,11.82,26.0,63.4,4.93,15,7,0,0,2,9.43,5.32,10.014999999999999,6.6358125,5.02,Good
06-037-1103,2023-07-31 16:00:00,5.02,28.0,69.9,1.53,16,7,0,0,2,11.82,9.27,9.335,6.458729166666667,7.12,Good
06-037-1103,2023-07-31 17:00:00,7.12,25.2,70.2,3.18,17,7,0,0,2,5.02,6.83,8.996666666666666,6.470812500000001,8.21,Good
06-037-1103,2023-07-31 18:00:00,8.21,25.3,58.2,3.46,18,7,0,0,2,7.12,7.65,8.848333333333334,6.494145833333334,4.55,Good
06-037-1103,2023-07-31 19:00:00,4.55,25.0,68.2,2.48,19,7,0,0,2,8.21,6.16,7.691666666666666,6.427062500000001,6.89,Good
06-037-1103,2023-07-31 20:00:00,6.89,28.6,70.1,2.66,20,7,0,0,2,4.55,3.74,7.2683333333333335,6.5583125,9.69,Good
06-037-1103,2023-07-31 21:00:00,9.69,24.3,67.6,4.76,21,7,0,0,2,6.89,6.5,6.913333333333334,6.691229166666667,3.36,Good
06-037-1103,2023-07-31 22:00:00,3.36,24.9,69.8,4.2,22,7,0,0,2,9.69,2.56,6.636666666666668,6.7245625,4.36,Good
06-037-1103,2023-07-31 23:00:00,4.36,27.9,61.3,4.7,23,7,0,0,2,3.36,0.6995000000000001,6.176666666666667,6.877083333333334,4.02,Good
06-037-1103,2023-08-01 00:00:00,4.02,24.0,58.6,4.01,0,8,1,0,2,4.36,4.86,5.478333333333333,6.842083333333332,2.12,Good
06-037-1103,2023-08-01 01:00:00,2.12,25.9,67.7,2.19,1,8,1,0,2,4.02,2.59,5.073333333333333,6.822500000000001,0.6995000000000001,Good
06-037-1103,2023-08-01 02:00:00,0.6995000000000001,21.8,62.5,4.13,2,8,1,0,2,2.12,3.48,4.041583333333333,6.706645833333333,2.92,Good
06-037-1103,2023-08-01 03:00:00,2.92,23.2,64.2,2.07,3,8,1,0,2,0.6995000000000001,7.9,2.91325,6.499145833333333,1.82,Good
06-037-1103,2023-08-01 04:00:00,1.82,26.6,59.8,3.03,4,8,1,0,2,2.92,4.45,2.6565833333333333,6.3895625,10.29,Good
06-037-1103,2023-08-01 05:00:00,10.29,22.3,62.6,1.95,5,8,1,0,2,1.82,5.95,3.6449166666666666,6.570395833333333,6.52,Good
06-037-1103,2023-08-01 06:00:00,6.52,23.4,51.0,2.58,6,8,1,0,2,10.29,3.05,4.061583333333333,6.714979166666667,8.72,Good
06-037-1103,2023-08-01 07:00:00,8.72,24.2,66.7,3.64,7,8,1,0,2,6.52,8.23,5.161583333333333,6.735395833333334,12.53,Good
06-037-1103,2023-08-01 08:00:00,12.53,21.7,71.5,2.81,8,8,1,0,2,8.72,11.02,7.133333333333333,6.798312500000001,6.12,Moderate
06-037-1103,2023-08-01 09:00:00,6.12,22.8,57.2,2.18,9,8,1,0,2,12.53,4.23,7.666666666666665,6.877062500000001,7.48,Good
06-037-1103,2023-08-01 10:00:00,7.48,23.9,57.8,5.21,10,8,1,0,2,6.12,9.1,8.61,6.809562499999999,9.87,Good
06-037-1103,2023-08-01 11:00:00,9.87,23.8,64.7,3.32,11,8,1,0,2,7.48,9.15,8.540000000000001,6.8395625,12.38,Good
06-037-1103,2023-08-01 12:00:00,12.38,26.2,69.9,2.71,12,8,1,0,2,9.87,9.1,9.516666666666667,6.976229166666666,10.96,Moderate
06-037-1103,2023-08-01 13:00:00,10.96,26.7,62.5,1.88,13,8,1,0,2,12.38,11.49,9.89,6.954145833333334,10.02,Good
06-037-1103,2023-08-01 14:00:00,10.02,21.9,56.4,0.69,14,8,1,0,2,10.96,9.43,9.471666666666666,6.978729166666667,9.12,Good
06-037-1103,2023-08-01 15:00:00,9.12,23.9,61.5,3.17,15,8,1,0,2,10.02,11.82,9.971666666666666,6.866229166666667,9.3,Good
06-037-1103,2023-08-01 16:00:00,9.3,25.0,57.4,1.43,16,8,1,0,2,9.12,5.02,10.275,7.0445625000000005,8.08,Good
06-037-1103,2023-08-01 17:00:00,8.08,26.7,59.2,4.57,17,8,1,0,2,9.3,7.12,9.976666666666667,7.0845625,6.23,Good
06-037-1103,2023-08-01 18:00:00,6.23,25.1,61.0,3.54,18,8,1,0,2,8.08,8.21,8.951666666666666,7.002062500000001,8.14,Good
06-037-1103,2023-08-01 19:00:00,8.14,24.2,57.9,5.84,19,8,1,0,2,6.23,4.55,8.481666666666667,7.151645833333333,2.62,Good
06-037-1103,2023-08-01 20:00:00,2.62,25.0,58.6,3.83,20,8,1,0,2,8.14,6.89,7.248333333333334,6.973729166666666,4.89,Good
06-037-1103,2023-08-01 21:00:00,4.89,25.0,62.9,2.41,21,8,1,0,2,2.62,9.69,6.543333333333334,6.773729166666667,3.0,Good
06-037-1103,2023-08-01 22:00:00,3.0,21.8,63.6,0.68,22,8,1,0,2,4.89,3.36,5.493333333333333,6.758729166666666,10.25,Good
06-037-1103,2023-08-01 23:00:00,10.25,24.0,55.4,4.71,23,8,1,0,2,3.0,4.36,5.855,7.004145833333332,3.7,Good
06-037-1103,2023-08-02 00:00:00,3.7,26.6,64.5,1.55,0,8,2,0,2,10.25,4.02,5.433333333333334,6.9908125000000005,0.6995000000000001,Good
06-037-1103,2023-08-02 01:00:00,0.6995000000000001,23.2,60.6,2.89,1,8,2,0,2,3.7,2.12,4.19325,6.931625,3.87,Good
06-037-1103,2023-08-02 02:00:00,3.87,23.9,66.1,6.01,2,8,2,0,2,0.6995000000000001,0.6995000000000001,4.401583333333334,7.0637291666666675,5.98,Good
06-037-1103,2023-08-02 03:00:00,5.98,23.2,66.4,4.42,3,8,2,0,2,3.87,2.92,4.5832500000000005,7.191229166666666,9.49,Good
06-037-1103,2023-08-02 04:00:00,9.49,19.0,59.8,4.08,4,8,2,0,2,5.98,1.82,5.664916666666667,7.5108125,4.55,Good
06-037-1103,2023-08-02 05:00:00,4.55,23.7,65.6,4.92,5,8,2,0,2,9.49,10.29,4.714916666666666,7.271645833333333,2.85,Good
06-037-1103,2023-08-02 06:00:00,2.85,24.3,58.3,4.86,6,8,2,0,2,4.55,6.52,4.573250000000001,7.118729166666667,11.62,Good
06-037-1103,2023-08-02 07:00:00,11.62,22.6,69.1,5.87,7,8,2,0,2,2.85,8.72,6.3933333333333335,7.239562499999999,6.85,Good
06-037-1103,2023-08-02 08:00:00,6.85,21.4,58.5,2.6,8,8,2,0,2,11.62,12.53,6.890000000000001,7.0028958333333335,7.83,Good
06-037-1103,2023-08-02 09:00:00,7.83,21.9,64.3,2.93,9,8,2,0,2,6.85,6.12,7.198333333333333,7.074145833333333,8.76,Good
06-037-1103,2023-08-02 10:00:00,8.76,25.2,61.6,2.12,10,8,2,0,2,7.83,7.48,7.076666666666665,7.127479166666667,9.53,Good
06-037-1103,2023-08-02 11:00:00,9.53,27.6,57.4,3.45,11,8,2,0,2,8.76,9.87,7.906666666666666,7.113312499999999,11.53,Good
06-037-1103,2023-08-02 12:00:00,11.53,26.4,67.0,3.3,12,8,2,0,2,9.53,12.38,9.353333333333333,7.077895833333333,7.99,Good
06-037-1103,2023-08-02 13:00:00,7.99,21.0,59.4,0.87,13,8,2,0,2,11.53,10.96,8.748333333333333,6.954145833333333,8.72,Good
06-037-1103,2023-08-02 14:00:00,8.72,25.4,54.0,2.52,14,8,2,0,2,7.99,10.02,9.06,6.899979166666667,8.89,Good
06-037-1103,2023-08-02 15:00:00,8.89,22.3,48.1,5.66,15,8,2,0,2,8.72,9.12,9.236666666666666,6.890395833333334,8.68,Good
06-037-1103,2023-08-02 16:00:00,8.68,22.5,58.1,3.87,16,8,2,0,2,8.89,9.3,9.223333333333333,6.864562499999999,7.82,Good
06-037-1103,2023-08-02 17:00:00,7.82,22.7,69.4,4.57,17,8,2,0,2,8.68,8.08,8.938333333333334,6.8537291666666675,9.89,Good
06-037-1103,2023-08-02 18:00:00,9.89,25.1,68.8,3.32,18,8,2,0,2,7.82,6.23,8.665000000000001,7.0062291666666665,10.14,Good
06-037-1103,2023-08-02 19:00:00,10.14,25.6,58.9,0.67,19,8,2,0,2,9.89,8.14,9.023333333333333,7.0895625,9.084,Good
06-037-1103,2023-08-02 20:00:00,9.084,23.5,60.6,3.31,20,8,2,0,2,10.14,2.62,9.084000000000001,7.3588958333333325,5.82,Good
06-037-1103,2023-08-02 21:00:00,5.82,23.5,60.2,5.06,21,8,2,0,2,9.084,4.89,8.572333333333333,7.397645833333335,0.6995000000000001,Good
06-037-1103,2023-08-02 22:00:00,0.6995000000000001,24.6,55.8,1.72,22,8,2,0,2,5.82,3.0,7.242249999999999,7.3017916666666665,4.03,Good
06-037-1103,2023-08-02 23:00:00,4.03,24.8,57.8,4.62,23,8,2,0,2,0.6995000000000001,10.25,6.6105833333333335,7.042625,5.0,Good
06-037-1103,2023-08-03 00:00:00,5.0,26.0,67.4,0.95,0,8,3,0,2,4.03,3.7,5.795583333333333,7.096791666666667,5.73,Good
06-037-1103,2023-08-03 01:00:00,5.73,21.1,65.0,3.53,1,8,3,0,2,5.0,0.6995000000000001,5.060583333333334,7.306395833333333,2.47,Good
06-037-1103,2023-08-03 02:00:00,2.47,23.7,63.9,4.32,2,8,3,0,2,5.73,3.87,3.95825,7.2480625,3.03,Good
06-037-1103,2023-08-03 03:00:00,3.03,21.5,55.8,3.03,3,8,3,0,2,2.47,5.98,3.49325,7.125145833333334,3.87,Good
06-037-1103,2023-08-03 04:00:00,3.87,23.6,63.0,7.21,4,8,3,0,2,3.03,9.49,4.021666666666667,6.890979166666667,7.37,Good
06-037-1103,2023-08-03 05:00:00,7.37,23.2,51.0,2.76,5,8,3,0,2,3.87,4.55,4.578333333333333,7.0084791666666675,9.39,Good
06-037-1103,2023-08-03 06:00:00,9.39,23.6,66.7,2.63,6,8,3,0,2,7.37,2.85,5.31,7.280979166666666,8.56,Good
06-037-1103,2023-08-03 07:00:00,8.56,22.1,63.8,3.81,7,8,3,0,2,9.39,11.62,5.781666666666666,7.153479166666667,12.57,Good
06-037-1103,2023-08-03 08:00:00,12.57,20.7,55.8,2.37,8,8,3,0,2,8.56,6.85,7.465,7.3918124999999995,9.23,Moderate
06-037-1103,2023-08-03 09:00:00,9.23,19.5,70.6,1.34,9,8,3,0,2,12.57,7.83,8.498333333333333,7.450145833333334,9.09,Good
06-037-1103,2023-08-03 10:00:00,9.09,23.4,53.5,1.85,10,8,3,0,2,9.23,8.76,9.368333333333334,7.463895833333333,9.17,Good
06-037-1103,2023-08-03 11:00:00,9.17,22.8,65.2,4.64,11,8,3,0,2,9.09,9.53,9.668333333333333,7.448895833333334,11.67,Good
06-037-1103,2023-08-03 12:00:00,11.67,22.3,65.3,3.04,12,8,3,0,2,9.17,11.53,10.048333333333334,7.4547291666666675,10.52,Good
06-037-1103,2023-08-03 13:00:00,10.52,26.3,56.3,6.05,13,8,3,0,2,11.67,7.99,10.375,7.560145833333333,15.09,Good
06-037-1103,2023-08-03 14:00:00,15.09,21.9,62.3,2.84,14,8,3,0,2,10.52,8.72,10.795,7.8255625,6.79,Moderate
06-037-1103,2023-08-03 15:00:00,6.79,26.5,54.3,4.57,15,8,3,0,2,15.09,8.89,10.388333333333334,7.738062499999999,9.6,Good
06-037-1103,2023-08-03 16:00:00,9.6,26.9,48.3,4.27,16,8,3,0,2,6.79,8.68,10.473333333333334,7.776395833333335,6.26,Good
06-037-1103,2023-08-03 17:00:00,6.26,19.8,57.2,2.82,17,8,3,0,2,9.6,7.82,9.988333333333333,7.7113958333333334,6.63,Good
06-037-1103,2023-08-03 18:00:00,6.63,23.8,59.4,2.18,18,8,3,0,2,6.26,9.89,9.148333333333332,7.5755625,8.0,Good
06-037-1103,2023-08-03 19:00:00,8.0,22.9,65.7,0.9,19,8,3,0,2,6.63,10.14,8.728333333333333,7.486395833333333,5.65,Good
06-037-1103,2023-08-03 20:00:00,5.65,17.8,62.8,4.33,20,8,3,0,2,8.0,9.084,7.155,7.3433125,11.98,Good
06-037-1103,2023-08-03 21:00:00,11.98,20.8,63.0,5.3,21,8,3,0,2,5.65,5.82,8.02,7.5999791666666665,3.75,Good
06-037-1103,2023-08-03 22:00:00,3.75,25.2,57.4,1.12,22,8,3,0,2,11.98,0.6995000000000001,7.044999999999999,7.727083333333333,1.08,Good
06-037-1103,2023-08-03 23:00:00,1.08,27.7,59.8,2.94,23,8,3,0,2,3.75,4.03,6.1816666666666675,7.604166666666667,4.49,Good
06-037-1103,2023-08-04 00:00:00,4.49,25.5,57.9,2.5,0,8,4,0,2,1.08,5.0,5.825,7.582916666666666,0.6995000000000001,Good
06-037-1103,2023-08-04 01:00:00,0.6995000000000001,24.3,56.4,4.33,1,8,4,0,2,4.49,5.73,4.60825,7.3733125,3.98,Good
06-037-1103,2023-08-04 02:00:00,3.98,23.6,59.5,3.01,2,8,4,0,2,0.6995000000000001,2.47,4.329916666666667,7.436229166666667,4.72,Good
06-037-1103,2023-08-04 03:00:00,4.72,27.0,62.9,5.48,3,8,4,0,2,3.98,3.03,3.119916666666667,7.506645833333334,7.29,Good
06-037-1103,2023-08-04 04:00:00,7.29,28.0,59.6,2.92,4,8,4,0,2,4.72,3.87,3.709916666666667,7.649145833333333,8.46,Good
06-037-1103,2023-08-04 05:00:00,8.46,22.5,60.9,1.65,5,8,4,0,2,7.29,7.37,4.939916666666668,7.6945625,5.54,Good
06-037-1103,2023-08-04 06:00:00,5.54,19.7,66.0,2.8,6,8,4,0,2,8.46,9.39,5.114916666666667,7.5341458333333335,9.2,Good
06-037-1103,2023-08-04 07:00:00,9.2,19.5,60.0,2.96,7,8,4,0,2,5.54,8.56,6.531666666666666,7.5608125,8.39,Good
06-037-1103,2023-08-04 08:00:00,8.39,26.3,55.8,4.29,8,8,4,0,2,9.2,12.57,7.266666666666668,7.386645833333334,6.11,Good
06-037-1103,2023-08-04 09:00:00,6.11,23.6,65.3,2.94,9,8,4,0,2,8.39,9.23,7.498333333333335,7.256645833333333,10.18,Good
06-037-1103,2023-08-04 10:00:00,10.18,24.0,63.8,4.16,10,8,4,0,2,6.11,9.09,7.9799999999999995,7.302062499999999,6.52,Good
06-037-1103,2023-08-04 11:00:00,6.52,20.1,64.1,2.31,11,8,4,0,2,10.18,9.17,7.656666666666667,7.191645833333333,8.77,Good
06-037-1103,2023-08-04 12:00:00,8.77,22.2,65.6,3.06,12,8,4,0,2,6.52,11.67,8.195,7.070812499999999,7.21,Good
06-037-1103,2023-08-04 13:00:00,7.21,23.1,64.8,2.32,13,8,4,0,2,8.77,10.52,7.863333333333333,6.932895833333333,10.78,Good
06-037-1103,2023-08-04 14:00:00,10.78,24.1,62.6,2.23,14,8,4,0,2,7.21,15.09,8.261666666666667,6.7533125,13.43,Good
06-037-1103,2023-08-04 15:00:00,13.43,22.9,74.5,5.41,15,8,4,0,2,10.78,6.79,9.481666666666667,7.029979166666667,5.05,Moderate
06-037-1103,2023-08-04 16:00:00,5.05,21.6,56.1,2.43,16,8,4,0,2,13.43,9.6,8.626666666666667,6.840395833333333,2.95,Good
06-037-1103,2023-08-04 17:00:00,2.95,22.1,59.6,2.98,17,8,4,0,2,5.05,6.26,8.031666666666666,6.7024791666666665,8.49,Good
06-037-1103,2023-08-04 18:00:00,8.49,26.1,67.3,5.07,18,8,4,0,2,2.95,6.63,7.985,6.779979166666666,8.07,Good
06-037-1103,2023-08-04 19:00:00,8.07,24.1,63.2,4.63,19,8,4,0,2,8.49,8.0,8.128333333333334,6.782895833333334,5.85,Good
06-037-1103,2023-08-04 20:00:00,5.85,24.9,66.3,5.96,20,8,4,0,2,8.07,5.65,7.3066666666666675,6.791229166666667,3.57,Good
06-037-1103,2023-08-04 21:00:00,3.57,21.9,63.3,4.22,21,8,4,0,2,5.85,11.98,5.663333333333334,6.4408125,3.7,Good
06-037-1103,2023-08-04 22:00:00,3.7,17.8,69.4,2.6,22,8,4,0,2,3.57,3.75,5.4383333333333335,6.4387291666666675,4.82,Good
06-037-1103,2023-08-04 23:00:00,4.82,22.6,57.5,6.59,23,8,4,0,2,3.7,1.08,5.75,6.594562499999999,6.4,Good
